timestamp,open,high,low,close
2024-01-02 00:39:00,1.10278,1.10289,1.10278,1.10278
2024-01-02 00:40:00,1.10281,1.10292,1.10281,1.10281
2024-01-02 00:41:00,1.10289,1.10295,1.10285,1.10285
2024-01-02 00:42:00,1.10294,1.10296,1.10291,1.10291
2024-01-02 00:43:00,1.10295,1.10295,1.10292,1.10292
2024-01-02 00:44:00,1.10292,1.10303,1.10292,1.10292
2024-01-02 00:45:00,1.10301,1.10303,1.10292,1.10292
2024-01-02 00:46:00,1.10296,1.10306,1.10296,1.10296
2024-01-02 00:47:00,1.10305,1.10316,1.10305,1.10305
2024-01-02 00:48:00,1.1031,1.1031,1.10305,1.10305
2024-01-02 00:49:00,1.10304,1.10304,1.10298,1.10298
2024-01-02 00:50:00,1.10302,1.10303,1.103,1.103
2024-01-02 00:51:00,1.10298,1.10298,1.10295,1.10295
2024-01-02 00:52:00,1.10296,1.1032,1.10296,1.10296
2024-01-02 00:53:00,1.10321,1.10327,1.1032,1.1032
2024-01-02 00:54:00,1.1032,1.1032,1.10311,1.10311
2024-01-02 00:55:00,1.10315,1.10317,1.10309,1.10309
2024-01-02 00:56:00,1.10311,1.1032,1.10311,1.10311
2024-01-02 00:57:00,1.10316,1.10322,1.10311,1.10311
2024-01-02 00:58:00,1.10322,1.1033,1.10322,1.10322
2024-01-02 00:59:00,1.10325,1.10335,1.10325,1.10325
2024-01-02 01:00:00,1.10334,1.10336,1.10331,1.10331
2024-01-02 01:01:00,1.10335,1.10336,1.1033,1.1033
2024-01-02 01:02:00,1.1033,1.10334,1.10324,1.10324
2024-01-02 01:03:00,1.10326,1.1033,1.10316,1.10316
2024-01-02 01:04:00,1.10319,1.10326,1.10317,1.10317
2024-01-02 01:05:00,1.10326,1.10342,1.10325,1.10325
2024-01-02 01:06:00,1.10339,1.10341,1.10332,1.10332
2024-01-02 01:07:00,1.1033,1.1033,1.10324,1.10324
2024-01-02 01:08:00,1.10324,1.10326,1.10321,1.10321
2024-01-02 01:09:00,1.10324,1.10326,1.10324,1.10324
2024-01-02 01:10:00,1.10325,1.10326,1.10325,1.10325
2024-01-02 01:11:00,1.10325,1.10327,1.10322,1.10322
2024-01-02 01:12:00,1.10322,1.10325,1.10321,1.10321
2024-01-02 01:13:00,1.10322,1.10322,1.1032,1.1032
2024-01-02 01:14:00,1.10323,1.10326,1.10322,1.10322
2024-01-02 01:15:00,1.10322,1.10335,1.10319,1.10319
2024-01-02 01:16:00,1.10335,1.10336,1.10335,1.10335
2024-01-02 01:17:00,1.10336,1.10336,1.10336,1.10336
2024-01-02 01:18:00,1.10337,1.10337,1.10321,1.10321
2024-01-02 01:19:00,1.10322,1.10327,1.10322,1.10322
2024-01-02 01:20:00,1.10326,1.10327,1.10321,1.10321
2024-01-02 01:21:00,1.10322,1.10327,1.10321,1.10321
2024-01-02 01:22:00,1.10324,1.10324,1.10315,1.10315
2024-01-02 01:23:00,1.1032,1.1032,1.1031,1.1031
2024-01-02 01:24:00,1.1031,1.10311,1.10305,1.10305
2024-01-02 01:25:00,1.10309,1.1032,1.10307,1.10307
2024-01-02 01:26:00,1.10314,1.10319,1.10311,1.10311
2024-01-02 01:27:00,1.10317,1.10317,1.10305,1.10305
2024-01-02 01:28:00,1.10306,1.10321,1.103,1.103
2024-01-02 01:29:00,1.10321,1.10325,1.10312,1.10312
2024-01-02 01:30:00,1.1032,1.10328,1.10316,1.10316
2024-01-02 01:31:00,1.10318,1.1032,1.10311,1.10311
2024-01-02 01:32:00,1.10319,1.10331,1.10317,1.10317
2024-01-02 01:33:00,1.1033,1.10334,1.10321,1.10321
2024-01-02 01:34:00,1.10324,1.10328,1.10321,1.10321
2024-01-02 01:35:00,1.10323,1.10323,1.10314,1.10314
2024-01-02 01:36:00,1.10319,1.10323,1.10315,1.10315
2024-01-02 01:37:00,1.10318,1.10318,1.10309,1.10309
2024-01-02 01:38:00,1.10314,1.10324,1.10314,1.10314
2024-01-02 01:39:00,1.10321,1.10332,1.10321,1.10321
2024-01-02 01:40:00,1.10331,1.10336,1.10331,1.10331
2024-01-02 01:41:00,1.10335,1.1034,1.10334,1.10334
2024-01-02 01:42:00,1.10339,1.10347,1.10339,1.10339
2024-01-02 01:43:00,1.10339,1.10342,1.1033,1.1033
2024-01-02 01:44:00,1.10338,1.10339,1.10329,1.10329
2024-01-02 01:45:00,1.10336,1.10336,1.1033,1.1033
2024-01-02 01:46:00,1.10335,1.10341,1.10334,1.10334
2024-01-02 01:47:00,1.10341,1.10348,1.10339,1.10339
2024-01-02 01:48:00,1.10349,1.10351,1.10342,1.10342
2024-01-02 01:49:00,1.10347,1.10347,1.10341,1.10341
2024-01-02 01:50:00,1.10338,1.10338,1.10317,1.10317
2024-01-02 01:51:00,1.10319,1.10329,1.10304,1.10304
2024-01-02 01:52:00,1.10327,1.10329,1.103,1.103
2024-01-02 01:53:00,1.10299,1.10302,1.10289,1.10289
2024-01-02 01:54:00,1.10295,1.10297,1.10285,1.10285
2024-01-02 01:55:00,1.10287,1.10287,1.10283,1.10283
2024-01-02 01:56:00,1.10288,1.1029,1.1028,1.1028
2024-01-02 01:57:00,1.10284,1.10295,1.10284,1.10284
2024-01-02 01:58:00,1.10284,1.10284,1.10268,1.10268
2024-01-02 01:59:00,1.10277,1.10288,1.10275,1.10275
2024-01-02 02:00:00,1.10286,1.10294,1.10274,1.10274
2024-01-02 02:01:00,1.10295,1.10302,1.10289,1.10289
2024-01-02 02:02:00,1.10301,1.10301,1.10291,1.10291
2024-01-02 02:03:00,1.10297,1.10297,1.10266,1.10266
2024-01-02 02:04:00,1.10263,1.10265,1.10245,1.10245
2024-01-02 02:05:00,1.10266,1.10282,1.10266,1.10266
2024-01-02 02:06:00,1.10281,1.10284,1.10267,1.10267
2024-01-02 02:07:00,1.10274,1.10303,1.10268,1.10268
2024-01-02 02:08:00,1.10303,1.10303,1.10291,1.10291
2024-01-02 02:09:00,1.10294,1.10294,1.10279,1.10279
2024-01-02 02:10:00,1.10285,1.10294,1.10275,1.10275
2024-01-02 02:11:00,1.10284,1.10293,1.1028,1.1028
2024-01-02 02:12:00,1.10288,1.1031,1.10288,1.10288
2024-01-02 02:13:00,1.10296,1.103,1.1029,1.1029
2024-01-02 02:14:00,1.10294,1.10297,1.10281,1.10281
2024-01-02 02:15:00,1.1028,1.10313,1.10276,1.10276
2024-01-02 02:16:00,1.10313,1.10314,1.10295,1.10295
2024-01-02 02:17:00,1.10302,1.10309,1.10294,1.10294
2024-01-02 02:18:00,1.10296,1.10306,1.1029,1.1029
2024-01-02 02:19:00,1.10305,1.10307,1.10295,1.10295
2024-01-02 02:20:00,1.10299,1.10314,1.10296,1.10296
2024-01-02 02:21:00,1.10309,1.10311,1.10299,1.10299
2024-01-02 02:22:00,1.103,1.10304,1.10287,1.10287
2024-01-02 02:23:00,1.103,1.10333,1.10296,1.10296
2024-01-02 02:24:00,1.10331,1.10362,1.1033,1.1033
2024-01-02 02:25:00,1.10359,1.10363,1.1035,1.1035
2024-01-02 02:26:00,1.10357,1.10377,1.10356,1.10356
2024-01-02 02:27:00,1.10365,1.10365,1.1035,1.1035
2024-01-02 02:28:00,1.10356,1.10365,1.10352,1.10352
2024-01-02 02:29:00,1.10354,1.10375,1.10343,1.10343
2024-01-02 02:30:00,1.10371,1.10371,1.10348,1.10348
2024-01-02 02:31:00,1.10349,1.10357,1.10342,1.10342
2024-01-02 02:32:00,1.10352,1.10374,1.10347,1.10347
2024-01-02 02:33:00,1.10373,1.1038,1.1036,1.1036
2024-01-02 02:34:00,1.10366,1.10373,1.10366,1.10366
2024-01-02 02:35:00,1.10372,1.10374,1.10349,1.10349
2024-01-02 02:36:00,1.1035,1.10355,1.10338,1.10338
2024-01-02 02:37:00,1.10355,1.10357,1.10347,1.10347
2024-01-02 02:38:00,1.10354,1.10355,1.10341,1.10341
2024-01-02 02:39:00,1.10357,1.10371,1.10357,1.10357
2024-01-02 02:40:00,1.10363,1.10363,1.10337,1.10337
2024-01-02 02:41:00,1.10337,1.10338,1.10326,1.10326
2024-01-02 02:42:00,1.10329,1.10331,1.10325,1.10325
2024-01-02 02:43:00,1.10329,1.1033,1.10321,1.10321
2024-01-02 02:44:00,1.10323,1.10324,1.10298,1.10298
2024-01-02 02:45:00,1.10299,1.10299,1.10275,1.10275
2024-01-02 02:46:00,1.10283,1.10299,1.10281,1.10281
2024-01-02 02:47:00,1.10292,1.10299,1.10286,1.10286
2024-01-02 02:48:00,1.10293,1.10314,1.10293,1.10293
2024-01-02 02:49:00,1.10306,1.10306,1.10293,1.10293
2024-01-02 02:50:00,1.10301,1.10305,1.10289,1.10289
2024-01-02 02:51:00,1.10288,1.10288,1.10234,1.10234
2024-01-02 02:52:00,1.10246,1.10253,1.10232,1.10232
2024-01-02 02:53:00,1.10242,1.10247,1.1023,1.1023
2024-01-02 02:54:00,1.10234,1.10239,1.10222,1.10222
2024-01-02 02:55:00,1.10224,1.10245,1.10223,1.10223
2024-01-02 02:56:00,1.10237,1.10244,1.10226,1.10226
2024-01-02 02:57:00,1.10229,1.10239,1.102,1.102
2024-01-02 02:58:00,1.10207,1.10209,1.10169,1.10169
2024-01-02 02:59:00,1.1018,1.10181,1.10151,1.10151
2024-01-02 03:00:00,1.10156,1.10216,1.10156,1.10156
2024-01-02 03:01:00,1.10212,1.10229,1.10192,1.10192
2024-01-02 03:02:00,1.10223,1.10268,1.10215,1.10215
2024-01-02 03:03:00,1.10257,1.10262,1.10246,1.10246
2024-01-02 03:04:00,1.10262,1.10293,1.10261,1.10261
2024-01-02 03:05:00,1.1027,1.10286,1.10268,1.10268
2024-01-02 03:06:00,1.10277,1.10292,1.10273,1.10273
2024-01-02 03:07:00,1.10282,1.10284,1.10261,1.10261
2024-01-02 03:08:00,1.10269,1.10288,1.10239,1.10239
2024-01-02 03:09:00,1.10243,1.10296,1.10242,1.10242
2024-01-02 03:10:00,1.103,1.10327,1.10298,1.10298
2024-01-02 03:11:00,1.10311,1.1033,1.10306,1.10306
2024-01-02 03:12:00,1.10319,1.10347,1.10317,1.10317
2024-01-02 03:13:00,1.10348,1.10387,1.10348,1.10348
2024-01-02 03:14:00,1.10379,1.10384,1.10323,1.10323
2024-01-02 03:15:00,1.10321,1.1033,1.10297,1.10297
2024-01-02 03:16:00,1.10315,1.10331,1.10296,1.10296
2024-01-02 03:17:00,1.10329,1.10341,1.10295,1.10295
2024-01-02 03:18:00,1.10298,1.10298,1.10281,1.10281
2024-01-02 03:19:00,1.10293,1.10302,1.1029,1.1029
2024-01-02 03:20:00,1.10301,1.10308,1.10287,1.10287
2024-01-02 03:21:00,1.10308,1.10309,1.10288,1.10288
2024-01-02 03:22:00,1.10288,1.1029,1.10283,1.10283
2024-01-02 03:23:00,1.10287,1.10303,1.10287,1.10287
2024-01-02 03:24:00,1.10299,1.10306,1.10289,1.10289
2024-01-02 03:25:00,1.10303,1.10307,1.10297,1.10297
2024-01-02 03:26:00,1.10305,1.10305,1.10288,1.10288
2024-01-02 03:27:00,1.10291,1.10293,1.1028,1.1028
2024-01-02 03:28:00,1.10286,1.10298,1.10276,1.10276
2024-01-02 03:29:00,1.103,1.10306,1.10281,1.10281
2024-01-02 03:30:00,1.10288,1.10318,1.10287,1.10287
2024-01-02 03:31:00,1.10308,1.1032,1.10297,1.10297
2024-01-02 03:32:00,1.10305,1.10329,1.10302,1.10302
2024-01-02 03:33:00,1.10302,1.1031,1.10295,1.10295
2024-01-02 03:34:00,1.10297,1.1031,1.10295,1.10295
2024-01-02 03:35:00,1.10305,1.10314,1.10299,1.10299
2024-01-02 03:36:00,1.10301,1.10305,1.10292,1.10292
2024-01-02 03:37:00,1.10304,1.10305,1.1028,1.1028
2024-01-02 03:38:00,1.10298,1.10301,1.10285,1.10285
2024-01-02 03:39:00,1.10297,1.10305,1.10289,1.10289
2024-01-02 03:40:00,1.10298,1.10304,1.10296,1.10296
2024-01-02 03:41:00,1.10301,1.10301,1.10286,1.10286
2024-01-02 03:42:00,1.1029,1.10303,1.10288,1.10288
2024-01-02 03:43:00,1.10302,1.10307,1.10298,1.10298
2024-01-02 03:44:00,1.10296,1.103,1.10287,1.10287
2024-01-02 03:45:00,1.10293,1.10309,1.10286,1.10286
2024-01-02 03:46:00,1.10307,1.10309,1.10297,1.10297
2024-01-02 03:47:00,1.10303,1.10308,1.10302,1.10302
2024-01-02 03:48:00,1.10307,1.1032,1.10301,1.10301
2024-01-02 03:49:00,1.10318,1.10324,1.10309,1.10309
2024-01-02 03:50:00,1.10309,1.10329,1.10304,1.10304
2024-01-02 03:51:00,1.10314,1.10327,1.10314,1.10314
2024-01-02 03:52:00,1.10324,1.10327,1.10301,1.10301
2024-01-02 03:53:00,1.10302,1.10302,1.10287,1.10287
2024-01-02 03:54:00,1.10298,1.10316,1.10298,1.10298
2024-01-02 03:55:00,1.10302,1.10302,1.10253,1.10253
2024-01-02 03:56:00,1.10255,1.10281,1.10254,1.10254
2024-01-02 03:57:00,1.10271,1.10275,1.10264,1.10264
2024-01-02 03:58:00,1.10274,1.10307,1.10271,1.10271
2024-01-02 03:59:00,1.10299,1.10301,1.10292,1.10292
2024-01-02 04:00:00,1.10296,1.10329,1.10289,1.10289
2024-01-02 04:01:00,1.10327,1.10347,1.10323,1.10323
2024-01-02 04:02:00,1.10345,1.10345,1.10332,1.10332
2024-01-02 04:03:00,1.10336,1.10336,1.10315,1.10315
2024-01-02 04:04:00,1.10316,1.10324,1.10311,1.10311
2024-01-02 04:05:00,1.10313,1.10345,1.10311,1.10311
2024-01-02 04:06:00,1.10344,1.10347,1.10333,1.10333
2024-01-02 04:07:00,1.10339,1.10352,1.10337,1.10337
2024-01-02 04:08:00,1.10335,1.10345,1.10326,1.10326
2024-01-02 04:09:00,1.10326,1.10332,1.10318,1.10318
2024-01-02 04:10:00,1.10327,1.10328,1.10304,1.10304
2024-01-02 04:11:00,1.10327,1.10363,1.10322,1.10322
2024-01-02 04:12:00,1.10348,1.10352,1.10338,1.10338
2024-01-02 04:13:00,1.10338,1.10354,1.10338,1.10338
2024-01-02 04:14:00,1.10344,1.10357,1.10344,1.10344
2024-01-02 04:15:00,1.10351,1.10358,1.1034,1.1034
2024-01-02 04:16:00,1.10356,1.10374,1.10353,1.10353
2024-01-02 04:17:00,1.10366,1.10378,1.10355,1.10355
2024-01-02 04:18:00,1.10356,1.10356,1.1034,1.1034
2024-01-02 04:19:00,1.10342,1.1036,1.10341,1.10341
2024-01-02 04:20:00,1.10353,1.10365,1.10353,1.10353
2024-01-02 04:21:00,1.10365,1.10367,1.10351,1.10351
2024-01-02 04:22:00,1.10355,1.10362,1.10347,1.10347
2024-01-02 04:23:00,1.10356,1.10357,1.10346,1.10346
2024-01-02 04:24:00,1.10346,1.10348,1.10334,1.10334
2024-01-02 04:25:00,1.1034,1.1035,1.10331,1.10331
2024-01-02 04:26:00,1.10348,1.10355,1.10345,1.10345
2024-01-02 04:27:00,1.10352,1.10353,1.10341,1.10341
2024-01-02 04:28:00,1.10344,1.10349,1.1034,1.1034
2024-01-02 04:29:00,1.10343,1.10343,1.10331,1.10331
2024-01-02 04:30:00,1.10332,1.10342,1.10328,1.10328
2024-01-02 04:31:00,1.10343,1.10351,1.1034,1.1034
2024-01-02 04:32:00,1.1034,1.1034,1.10317,1.10317
2024-01-02 04:33:00,1.10319,1.10322,1.10305,1.10305
2024-01-02 04:34:00,1.10305,1.1032,1.10304,1.10304
2024-01-02 04:35:00,1.10318,1.10318,1.10308,1.10308
2024-01-02 04:36:00,1.103,1.10317,1.10296,1.10296
2024-01-02 04:37:00,1.10313,1.10315,1.10299,1.10299
2024-01-02 04:38:00,1.10304,1.10321,1.10303,1.10303
2024-01-02 04:39:00,1.10309,1.10309,1.10284,1.10284
2024-01-02 04:40:00,1.10286,1.10286,1.10251,1.10251
2024-01-02 04:41:00,1.10255,1.10258,1.10235,1.10235
2024-01-02 04:42:00,1.10238,1.10239,1.10208,1.10208
2024-01-02 04:43:00,1.10217,1.10239,1.10217,1.10217
2024-01-02 04:44:00,1.10239,1.10242,1.10189,1.10189
2024-01-02 04:45:00,1.10194,1.10195,1.1015,1.1015
2024-01-02 04:46:00,1.10154,1.10154,1.10107,1.10107
2024-01-02 04:47:00,1.10137,1.1017,1.10136,1.10136
2024-01-02 04:48:00,1.10169,1.1019,1.10164,1.10164
2024-01-02 04:49:00,1.10189,1.1019,1.10178,1.10178
2024-01-02 04:50:00,1.10195,1.10199,1.10176,1.10176
2024-01-02 04:51:00,1.10178,1.10185,1.10163,1.10163
2024-01-02 04:52:00,1.10163,1.10182,1.10163,1.10163
2024-01-02 04:53:00,1.10182,1.10184,1.10171,1.10171
2024-01-02 04:54:00,1.10173,1.10173,1.10163,1.10163
2024-01-02 04:55:00,1.1017,1.10171,1.10151,1.10151
2024-01-02 04:56:00,1.10155,1.10167,1.10155,1.10155
2024-01-02 04:57:00,1.1016,1.10161,1.10151,1.10151
2024-01-02 04:58:00,1.10152,1.10162,1.10139,1.10139
2024-01-02 04:59:00,1.10151,1.10153,1.10147,1.10147
2024-01-02 05:00:00,1.10149,1.1017,1.10144,1.10144
2024-01-02 05:01:00,1.10164,1.10164,1.10137,1.10137
2024-01-02 05:02:00,1.10144,1.10147,1.10135,1.10135
2024-01-02 05:03:00,1.10138,1.10139,1.10114,1.10114
2024-01-02 05:04:00,1.10116,1.10118,1.1011,1.1011
2024-01-02 05:05:00,1.10112,1.10113,1.10102,1.10102
2024-01-02 05:06:00,1.10102,1.1011,1.10091,1.10091
2024-01-02 05:07:00,1.10098,1.10102,1.1008,1.1008
2024-01-02 05:08:00,1.10081,1.10083,1.10064,1.10064
2024-01-02 05:09:00,1.10066,1.10069,1.10051,1.10051
2024-01-02 05:10:00,1.10062,1.10065,1.10034,1.10034
2024-01-02 05:11:00,1.10035,1.10044,1.10015,1.10015
2024-01-02 05:12:00,1.10016,1.10016,1.1,1.1
2024-01-02 05:13:00,1.10005,1.10006,1.0997,1.0997
2024-01-02 05:14:00,1.09982,1.10003,1.09974,1.09974
2024-01-02 05:15:00,1.09999,1.10023,1.09999,1.09999
2024-01-02 05:16:00,1.10015,1.10024,1.10012,1.10012
2024-01-02 05:17:00,1.10021,1.10021,1.09994,1.09994
2024-01-02 05:18:00,1.09998,1.10016,1.09995,1.09995
2024-01-02 05:19:00,1.10016,1.10032,1.10014,1.10014
2024-01-02 05:20:00,1.10021,1.10035,1.10019,1.10019
2024-01-02 05:21:00,1.10031,1.10039,1.1003,1.1003
2024-01-02 05:22:00,1.10034,1.1005,1.10032,1.10032
2024-01-02 05:23:00,1.10042,1.10042,1.10024,1.10024
2024-01-02 05:24:00,1.10031,1.10036,1.1003,1.1003
2024-01-02 05:25:00,1.10029,1.10053,1.10019,1.10019
2024-01-02 05:26:00,1.10045,1.10055,1.10038,1.10038
2024-01-02 05:27:00,1.10048,1.10048,1.1004,1.1004
2024-01-02 05:28:00,1.10046,1.1005,1.10036,1.10036
2024-01-02 05:29:00,1.10046,1.10046,1.10023,1.10023
2024-01-02 05:30:00,1.10038,1.10051,1.10028,1.10028
2024-01-02 05:31:00,1.10032,1.10046,1.1003,1.1003
2024-01-02 05:32:00,1.10046,1.1006,1.10045,1.10045
2024-01-02 05:33:00,1.10059,1.10088,1.10058,1.10058
2024-01-02 05:34:00,1.10088,1.10095,1.10075,1.10075
2024-01-02 05:35:00,1.10075,1.10091,1.10075,1.10075
2024-01-02 05:36:00,1.10083,1.10091,1.10074,1.10074
2024-01-02 05:37:00,1.10083,1.10088,1.10074,1.10074
2024-01-02 05:38:00,1.10076,1.10077,1.10066,1.10066
2024-01-02 05:39:00,1.10065,1.10087,1.10062,1.10062
2024-01-02 05:40:00,1.10085,1.10092,1.10082,1.10082
2024-01-02 05:41:00,1.10091,1.10101,1.10076,1.10076
2024-01-02 05:42:00,1.10074,1.10088,1.10067,1.10067
2024-01-02 05:43:00,1.10076,1.10094,1.1007,1.1007
2024-01-02 05:44:00,1.10084,1.10099,1.10084,1.10084
2024-01-02 05:45:00,1.10097,1.10107,1.1009,1.1009
2024-01-02 05:46:00,1.10093,1.10097,1.10086,1.10086
2024-01-02 05:47:00,1.10093,1.10093,1.10078,1.10078
2024-01-02 05:48:00,1.10091,1.10106,1.10085,1.10085
2024-01-02 05:49:00,1.10101,1.10108,1.10095,1.10095
2024-01-02 05:50:00,1.10104,1.10109,1.10095,1.10095
2024-01-02 05:51:00,1.1011,1.10111,1.10085,1.10085
2024-01-02 05:52:00,1.10087,1.10092,1.10078,1.10078
2024-01-02 05:53:00,1.10089,1.10089,1.10075,1.10075
2024-01-02 05:54:00,1.10075,1.10085,1.10075,1.10075
2024-01-02 05:55:00,1.10082,1.10083,1.10046,1.10046
2024-01-02 05:56:00,1.10051,1.10055,1.10032,1.10032
2024-01-02 05:57:00,1.10033,1.10057,1.10033,1.10033
2024-01-02 05:58:00,1.1004,1.10057,1.1003,1.1003
2024-01-02 05:59:00,1.10056,1.10076,1.10053,1.10053
2024-01-02 06:00:00,1.10075,1.10077,1.10032,1.10032
2024-01-02 06:01:00,1.10036,1.10058,1.10036,1.10036
2024-01-02 06:02:00,1.10059,1.10059,1.1005,1.1005
2024-01-02 06:03:00,1.10056,1.10064,1.10038,1.10038
2024-01-02 06:04:00,1.10039,1.10049,1.10021,1.10021
2024-01-02 06:05:00,1.10034,1.10049,1.10034,1.10034
2024-01-02 06:06:00,1.10037,1.1004,1.10009,1.10009
2024-01-02 06:07:00,1.10016,1.10016,1.10005,1.10005
2024-01-02 06:08:00,1.10006,1.10011,1.09989,1.09989
2024-01-02 06:09:00,1.09994,1.09995,1.09983,1.09983
2024-01-02 06:10:00,1.09984,1.09987,1.09969,1.09969
2024-01-02 06:11:00,1.09972,1.0999,1.0997,1.0997
2024-01-02 06:12:00,1.09972,1.09975,1.09959,1.09959
2024-01-02 06:13:00,1.09969,1.09978,1.0995,1.0995
2024-01-02 06:14:00,1.09948,1.09952,1.09893,1.09893
2024-01-02 06:15:00,1.09897,1.0992,1.09896,1.09896
2024-01-02 06:16:00,1.09911,1.09911,1.09881,1.09881
2024-01-02 06:17:00,1.09883,1.09883,1.09836,1.09836
2024-01-02 06:18:00,1.09845,1.09854,1.09814,1.09814
2024-01-02 06:19:00,1.09826,1.09838,1.09819,1.09819
2024-01-02 06:20:00,1.09827,1.09827,1.09784,1.09784
2024-01-02 06:21:00,1.09797,1.09829,1.09796,1.09796
2024-01-02 06:22:00,1.09832,1.09832,1.09807,1.09807
2024-01-02 06:23:00,1.09814,1.09817,1.09803,1.09803
2024-01-02 06:24:00,1.09815,1.09833,1.09808,1.09808
2024-01-02 06:25:00,1.09833,1.09835,1.09812,1.09812
2024-01-02 06:26:00,1.09835,1.09844,1.09806,1.09806
2024-01-02 06:27:00,1.09808,1.09809,1.09795,1.09795
2024-01-02 06:28:00,1.09797,1.09834,1.09797,1.09797
2024-01-02 06:29:00,1.0983,1.0983,1.09803,1.09803
2024-01-02 06:30:00,1.09803,1.09803,1.09768,1.09768
2024-01-02 06:31:00,1.09776,1.09788,1.09775,1.09775
2024-01-02 06:32:00,1.09786,1.09787,1.09769,1.09769
2024-01-02 06:33:00,1.09776,1.09791,1.09774,1.09774
2024-01-02 06:34:00,1.09783,1.09786,1.09755,1.09755
2024-01-02 06:35:00,1.09763,1.09772,1.09745,1.09745
2024-01-02 06:36:00,1.09747,1.09753,1.09721,1.09721
2024-01-02 06:37:00,1.09723,1.09746,1.09722,1.09722
2024-01-02 06:38:00,1.0974,1.09748,1.0973,1.0973
2024-01-02 06:39:00,1.09734,1.09749,1.09729,1.09729
2024-01-02 06:40:00,1.09744,1.09746,1.09734,1.09734
2024-01-02 06:41:00,1.09742,1.09744,1.0972,1.0972
2024-01-02 06:42:00,1.09725,1.09732,1.09711,1.09711
2024-01-02 06:43:00,1.09712,1.09715,1.09705,1.09705
2024-01-02 06:44:00,1.09712,1.09714,1.09706,1.09706
2024-01-02 06:45:00,1.09709,1.0971,1.09704,1.09704
2024-01-02 06:46:00,1.09709,1.0971,1.0968,1.0968
2024-01-02 06:47:00,1.09691,1.09698,1.09665,1.09665
2024-01-02 06:48:00,1.09696,1.09699,1.0968,1.0968
2024-01-02 06:49:00,1.09699,1.09712,1.09694,1.09694
2024-01-02 06:50:00,1.09704,1.09728,1.09704,1.09704
2024-01-02 06:51:00,1.09725,1.09728,1.09678,1.09678
2024-01-02 06:52:00,1.0968,1.09687,1.09677,1.09677
2024-01-02 06:53:00,1.09685,1.09699,1.09682,1.09682
2024-01-02 06:54:00,1.09695,1.09701,1.09685,1.09685
2024-01-02 06:55:00,1.09689,1.09692,1.09672,1.09672
2024-01-02 06:56:00,1.09685,1.09699,1.09676,1.09676
2024-01-02 06:57:00,1.09699,1.09701,1.09696,1.09696
2024-01-02 06:58:00,1.09696,1.09703,1.09692,1.09692
2024-01-02 06:59:00,1.09695,1.09697,1.0969,1.0969
2024-01-02 07:00:00,1.09691,1.09699,1.09683,1.09683
2024-01-02 07:01:00,1.09692,1.09702,1.09691,1.09691
2024-01-02 07:02:00,1.09694,1.09707,1.09691,1.09691
2024-01-02 07:03:00,1.09705,1.09708,1.0969,1.0969
